,DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(℃),Aux. ΔV(V),Aux. ΔT(℃)
8203,8204,1,12,Rest,01:01:01,02:16:30,0.0,0.0083,0.0,0.0,2024-07-30 22:30:42,0.0,-0.0078,25.8,0,0
8204,8205,1,12,Rest,01:01:02,02:16:31,0.0,0.0043,0.0,0.0,2024-07-30 22:30:43,0.0,0.0036,25.8,0,0
8205,8206,1,12,Rest,01:01:03,02:16:32,0.0,0.0055,0.0,0.0,2024-07-30 22:30:44,0.0,-0.0203,25.9,0,0
8206,8207,1,12,Rest,01:01:04,02:16:33,0.0,0.0043,0.0,0.0,2024-07-30 22:30:45,0.0,-0.0106,25.8,0,0
8207,8208,1,12,Rest,01:01:05,02:16:34,0.0,0.0086,0.0,0.0,2024-07-30 22:30:46,0.0,0.0196,25.9,0,0
8208,8209,1,12,Rest,01:01:06,02:16:35,0.0,0.0043,0.0,0.0,2024-07-30 22:30:47,0.0,-0.0024,25.8,0,0
8209,8210,1,12,Rest,01:01:07,02:16:36,0.0,0.0074,0.0,0.0,2024-07-30 22:30:48,0.0,0.0276,25.9,0,0
8210,8211,1,12,Rest,01:01:08,02:16:37,0.0,0.0058,0.0,0.0,2024-07-30 22:30:49,0.0,0.0104,25.8,0,0
8211,8212,1,12,Rest,01:01:09,02:16:38,0.0,0.0021,0.0,0.0,2024-07-30 22:30:50,0.0,0.0275,25.8,0,0
8212,8213,1,12,Rest,01:01:10,02:16:39,0.0,0.0055,0.0,0.0,2024-07-30 22:30:51,0.0,-0.0063,25.8,0,0
8213,8214,1,12,Rest,01:01:11,02:16:40,0.0,0.0058,0.0,0.0,2024-07-30 22:30:52,0.0,0.0155,25.8,0,0
8214,8215,1,12,Rest,01:01:12,02:16:41,0.0,0.0065,0.0,0.0,2024-07-30 22:30:53,0.0,-0.0136,25.8,0,0
8215,8216,1,12,Rest,01:01:13,02:16:42,0.0,0.0043,0.0,0.0,2024-07-30 22:30:54,0.0,0.0279,25.8,0,0
8216,8217,1,12,Rest,01:01:14,02:16:43,0.0,0.0077,0.0,0.0,2024-07-30 22:30:55,0.0,0.0096,25.8,0,0
8217,8218,1,12,Rest,01:01:15,02:16:44,0.0,0.0034,0.0,0.0,2024-07-30 22:30:56,0.0,-0.0124,25.8,0,0
8218,8219,1,12,Rest,01:01:16,02:16:45,0.0,0.0043,0.0,0.0,2024-07-30 22:30:57,0.0,0.0226,25.8,0,0
8219,8220,1,12,Rest,01:01:17,02:16:46,0.0,0.0043,0.0,0.0,2024-07-30 22:30:58,0.0,0.0146,25.8,0,0
8220,8221,1,12,Rest,01:01:18,02:16:47,0.0,0.0031,0.0,0.0,2024-07-30 22:30:59,0.0,-0.0153,25.9,0,0
8221,8222,1,12,Rest,01:01:19,02:16:48,0.0,0.0049,0.0,0.0,2024-07-30 22:31:00,0.0,-0.0061,25.8,0,0
8222,8223,1,12,Rest,01:01:20,02:16:49,0.0,0.0071,0.0,0.0,2024-07-30 22:31:01,0.0,0.0146,25.8,0,0
8223,8224,1,12,Rest,01:01:21,02:16:50,0.0,0.0055,0.0,0.0,2024-07-30 22:31:02,0.0,-0.0143,25.8,0,0
8224,8225,1,12,Rest,01:01:22,02:16:51,0.0,0.0021,0.0,0.0,2024-07-30 22:31:03,0.0,0.0259,25.9,0,0
8225,8226,1,12,Rest,01:01:23,02:16:52,0.0,0.0062,0.0,0.0,2024-07-30 22:31:04,0.0,0.0146,25.8,0,0
8226,8227,1,12,Rest,01:01:24,02:16:53,0.0,0.0021,0.0,0.0,2024-07-30 22:31:05,0.0,0.003,25.8,0,0
8227,8228,1,12,Rest,01:01:25,02:16:54,0.0,0.0068,0.0,0.0,2024-07-30 22:31:06,0.0,0.023,25.8,0,0
8228,8229,1,12,Rest,01:01:26,02:16:55,0.0,0.0049,0.0,0.0,2024-07-30 22:31:07,0.0,0.0127,25.8,0,0
8229,8230,1,12,Rest,01:01:27,02:16:56,0.0,0.0062,0.0,0.0,2024-07-30 22:31:08,0.0,-0.0186,25.8,0,0
8230,8231,1,12,Rest,01:01:28,02:16:57,0.0,0.0034,0.0,0.0,2024-07-30 22:31:09,0.0,0.0119,25.8,0,0
8231,8232,1,12,Rest,01:01:29,02:16:58,0.0,0.0062,0.0,0.0,2024-07-30 22:31:10,0.0,-0.0033,25.8,0,0
8232,8233,1,12,Rest,01:01:30,02:16:59,0.0,0.0031,0.0,0.0,2024-07-30 22:31:11,0.0,-0.0244,25.8,0,0
8233,8234,1,12,Rest,01:01:31,02:17:00,0.0,0.0065,0.0,0.0,2024-07-30 22:31:12,0.0,0.0166,25.8,0,0
8234,8235,1,12,Rest,01:01:32,02:17:01,0.0,0.004,0.0,0.0,2024-07-30 22:31:13,0.0,0.0201,25.8,0,0
8235,8236,1,12,Rest,01:01:33,02:17:02,0.0,0.0068,0.0,0.0,2024-07-30 22:31:14,0.0,-0.0138,25.8,0,0
8236,8237,1,12,Rest,01:01:34,02:17:03,0.0,0.0034,0.0,0.0,2024-07-30 22:31:15,0.0,0.0066,25.8,0,0
8237,8238,1,12,Rest,01:01:35,02:17:04,0.0,0.008,0.0,0.0,2024-07-30 22:31:16,0.0,0.0116,25.8,0,0
8238,8239,1,12,Rest,01:01:36,02:17:05,0.0,0.0043,0.0,0.0,2024-07-30 22:31:17,0.0,-0.0164,25.8,0,0
8239,8240,1,12,Rest,01:01:37,02:17:06,0.0,0.0034,0.0,0.0,2024-07-30 22:31:18,0.0,0.0239,25.8,0,0
8240,8241,1,12,Rest,01:01:38,02:17:07,0.0,0.0049,0.0,0.0,2024-07-30 22:31:19,0.0,0.0164,25.9,0,0
8241,8242,1,12,Rest,01:01:39,02:17:08,0.0,0.0071,0.0,0.0,2024-07-30 22:31:20,0.0,0.0032,25.9,0,0
8242,8243,1,12,Rest,01:01:40,02:17:09,0.0,0.0058,0.0,0.0,2024-07-30 22:31:21,0.0,0.0226,25.9,0,0
8243,8244,1,12,Rest,01:01:41,02:17:10,0.0,0.0049,0.0,0.0,2024-07-30 22:31:22,0.0,0.0106,25.9,0,0
8244,8245,1,12,Rest,01:01:42,02:17:11,0.0,0.0065,0.0,0.0,2024-07-30 22:31:23,0.0,-0.0198,25.9,0,0
8245,8246,1,12,Rest,01:01:43,02:17:12,0.0,0.0031,0.0,0.0,2024-07-30 22:31:24,0.0,0.0072,25.8,0,0
8246,8247,1,12,Rest,01:01:44,02:17:13,0.0,0.004,0.0,0.0,2024-07-30 22:31:25,0.0,-0.0233,25.8,0,0
8247,8248,1,12,Rest,01:01:45,02:17:14,0.0,0.0046,0.0,0.0,2024-07-30 22:31:26,0.0,0.015,25.8,0,0
8248,8249,1,12,Rest,01:01:46,02:17:15,0.0,0.0071,0.0,0.0,2024-07-30 22:31:27,0.0,0.0278,25.8,0,0
8249,8250,1,12,Rest,01:01:47,02:17:16,0.0,0.0062,0.0,0.0,2024-07-30 22:31:28,0.0,0.0083,25.8,0,0
8250,8251,1,12,Rest,01:01:48,02:17:17,0.0,0.0065,0.0,0.0,2024-07-30 22:31:29,0.0,0.0218,25.8,0,0
8251,8252,1,12,Rest,01:01:49,02:17:18,0.0,0.0058,0.0,0.0,2024-07-30 22:31:30,0.0,0.0099,25.8,0,0
8252,8253,1,12,Rest,01:01:50,02:17:19,0.0,0.0021,0.0,0.0,2024-07-30 22:31:31,0.0,-0.0169,25.8,0,0
8253,8254,1,12,Rest,01:01:51,02:17:20,0.0,0.0065,0.0,0.0,2024-07-30 22:31:32,0.0,-0.0052,25.8,0,0
8254,8255,1,12,Rest,01:01:52,02:17:21,0.0,0.0043,0.0,0.0,2024-07-30 22:31:33,0.0,0.0204,25.8,0,0
8255,8256,1,12,Rest,01:01:53,02:17:22,0.0,0.0034,0.0,0.0,2024-07-30 22:31:34,0.0,-0.0109,25.8,0,0
8256,8257,1,12,Rest,01:01:54,02:17:23,0.0,0.0043,0.0,0.0,2024-07-30 22:31:35,0.0,0.0201,25.9,0,0
8257,8258,1,12,Rest,01:01:55,02:17:24,0.0,0.0074,0.0,0.0,2024-07-30 22:31:36,0.0,0.003,25.8,0,0
8258,8259,1,12,Rest,01:01:56,02:17:25,0.0,0.0055,0.0,0.0,2024-07-30 22:31:37,0.0,0.0259,25.8,0,0
8259,8260,1,12,Rest,01:01:57,02:17:26,0.0,0.0021,0.0,0.0,2024-07-30 22:31:38,0.0,0.0144,25.8,0,0
8260,8261,1,12,Rest,01:01:58,02:17:27,0.0,0.0065,0.0,0.0,2024-07-30 22:31:39,0.0,0.029,25.8,0,0
8261,8262,1,12,Rest,01:01:59,02:17:28,0.0,0.0031,0.0,0.0,2024-07-30 22:31:40,0.0,-0.0075,25.8,0,0
8262,8263,1,12,Rest,01:02:00,02:17:29,0.0,0.0065,0.0,0.0,2024-07-30 22:31:41,0.0,0.0084,25.8,0,0
8263,8264,1,12,Rest,01:02:01,02:17:30,0.0,0.004,0.0,0.0,2024-07-30 22:31:42,0.0,-0.0186,25.8,0,0
8264,8265,1,12,Rest,01:02:02,02:17:31,0.0,0.0086,0.0,0.0,2024-07-30 22:31:43,0.0,-0.0109,25.9,0,0
8265,8266,1,12,Rest,01:02:03,02:17:32,0.0,0.0043,0.0,0.0,2024-07-30 22:31:44,0.0,0.0212,25.9,0,0
8266,8267,1,12,Rest,01:02:04,02:17:33,0.0,0.0037,0.0,0.0,2024-07-30 22:31:45,0.0,0.0064,25.8,0,0
8267,8268,1,12,Rest,01:02:05,02:17:34,0.0,0.0049,0.0,0.0,2024-07-30 22:31:46,0.0,0.0123,25.8,0,0
8268,8269,1,12,Rest,01:02:06,02:17:35,0.0,0.0024,0.0,0.0,2024-07-30 22:31:47,0.0,0.0193,25.8,0,0
8269,8270,1,12,Rest,01:02:07,02:17:36,0.0,0.0055,0.0,0.0,2024-07-30 22:31:48,0.0,0.0112,25.8,0,0
8270,8271,1,12,Rest,01:02:08,02:17:37,0.0,0.0068,0.0,0.0,2024-07-30 22:31:49,0.0,-0.0186,25.8,0,0
8271,8272,1,12,Rest,01:02:09,02:17:38,0.0,0.0055,0.0,0.0,2024-07-30 22:31:50,0.0,0.0189,25.8,0,0
8272,8273,1,12,Rest,01:02:10,02:17:39,0.0,0.0024,0.0,0.0,2024-07-30 22:31:51,0.0,0.0078,25.9,0,0
8273,8274,1,12,Rest,01:02:11,02:17:40,0.0,0.0055,0.0,0.0,2024-07-30 22:31:52,0.0,0.0019,25.8,0,0
8274,8275,1,12,Rest,01:02:12,02:17:41,0.0,0.0027,0.0,0.0,2024-07-30 22:31:53,0.0,0.0092,25.8,0,0
8275,8276,1,12,Rest,01:02:13,02:17:42,0.0,0.0043,0.0,0.0,2024-07-30 22:31:54,0.0,0.0186,25.8,0,0
8276,8277,1,12,Rest,01:02:14,02:17:43,0.0,0.0083,0.0,0.0,2024-07-30 22:31:55,0.0,-0.0241,25.8,0,0
8277,8278,1,12,Rest,01:02:15,02:17:44,0.0,0.0027,0.0,0.0,2024-07-30 22:31:56,0.0,0.0192,25.8,0,0
8278,8279,1,12,Rest,01:02:16,02:17:45,0.0,0.0065,0.0,0.0,2024-07-30 22:31:57,0.0,0.0121,25.8,0,0
8279,8280,1,12,Rest,01:02:17,02:17:46,0.0,0.0024,0.0,0.0,2024-07-30 22:31:58,0.0,-0.0104,25.8,0,0
8280,8281,1,12,Rest,01:02:18,02:17:47,0.0,0.004,0.0,0.0,2024-07-30 22:31:59,0.0,-0.0126,25.9,0,0
8281,8282,1,12,Rest,01:02:19,02:17:48,0.0,0.0074,0.0,0.0,2024-07-30 22:32:00,0.0,0.0159,25.8,0,0
8282,8283,1,12,Rest,01:02:20,02:17:49,0.0,0.0027,0.0,0.0,2024-07-30 22:32:01,0.0,0.0172,25.8,0,0
8283,8284,1,12,Rest,01:02:21,02:17:50,0.0,0.0065,0.0,0.0,2024-07-30 22:32:02,0.0,-0.0201,25.8,0,0
8284,8285,1,12,Rest,01:02:22,02:17:51,0.0,0.0024,0.0,0.0,2024-07-30 22:32:03,0.0,0.0239,25.8,0,0
8285,8286,1,12,Rest,01:02:23,02:17:52,0.0,0.004,0.0,0.0,2024-07-30 22:32:04,0.0,0.027,25.8,0,0
8286,8287,1,12,Rest,01:02:24,02:17:53,0.0,0.0083,0.0,0.0,2024-07-30 22:32:05,0.0,0.0247,25.9,0,0
8287,8288,1,12,Rest,01:02:25,02:17:54,0.0,0.0031,0.0,0.0,2024-07-30 22:32:06,0.0,-0.021,25.8,0,0
8288,8289,1,12,Rest,01:02:26,02:17:55,0.0,0.0065,0.0,0.0,2024-07-30 22:32:07,0.0,0.017,25.8,0,0
8289,8290,1,12,Rest,01:02:27,02:17:56,0.0,0.0068,0.0,0.0,2024-07-30 22:32:08,0.0,0.0141,25.8,0,0
8290,8291,1,12,Rest,01:02:28,02:17:57,0.0,0.0046,0.0,0.0,2024-07-30 22:32:09,0.0,0.0121,25.9,0,0
8291,8292,1,12,Rest,01:02:29,02:17:58,0.0,0.0077,0.0,0.0,2024-07-30 22:32:10,0.0,-0.0104,25.9,0,0
8292,8293,1,12,Rest,01:02:30,02:17:59,0.0,0.0034,0.0,0.0,2024-07-30 22:32:11,0.0,0.0079,25.8,0,0
8293,8294,1,12,Rest,01:02:31,02:18:00,0.0,0.0062,0.0,0.0,2024-07-30 22:32:12,0.0,0.0073,25.9,0,0
8294,8295,1,12,Rest,01:02:32,02:18:01,0.0,0.0043,0.0,0.0,2024-07-30 22:32:13,0.0,-0.007,25.8,0,0
8295,8296,1,12,Rest,01:02:33,02:18:02,0.0,0.0062,0.0,0.0,2024-07-30 22:32:14,0.0,0.0061,25.8,0,0
8296,8297,1,12,Rest,01:02:34,02:18:03,0.0,0.0077,0.0,0.0,2024-07-30 22:32:15,0.0,0.0053,25.8,0,0
8297,8298,1,12,Rest,01:02:35,02:18:04,0.0,0.0043,0.0,0.0,2024-07-30 22:32:16,0.0,0.0036,25.8,0,0
8298,8299,1,12,Rest,01:02:36,02:18:05,0.0,0.0046,0.0,0.0,2024-07-30 22:32:17,0.0,0.0023,25.8,0,0
8299,8300,1,12,Rest,01:02:37,02:18:06,0.0,0.004,0.0,0.0,2024-07-30 22:32:18,0.0,0.0044,25.8,0,0
8300,8301,1,12,Rest,01:02:38,02:18:07,0.0,0.0068,0.0,0.0,2024-07-30 22:32:19,0.0,-0.0118,25.8,0,0
8301,8302,1,12,Rest,01:02:39,02:18:08,0.0,0.0012,0.0,0.0,2024-07-30 22:32:20,0.0,-0.0183,25.8,0,0
8302,8303,1,12,Rest,01:02:40,02:18:09,0.0,0.0055,0.0,0.0,2024-07-30 22:32:21,0.0,0.0262,25.8,0,0
8303,8304,1,12,Rest,01:02:41,02:18:10,0.0,0.0024,0.0,0.0,2024-07-30 22:32:22,0.0,0.0216,25.9,0,0
8304,8305,1,12,Rest,01:02:42,02:18:11,0.0,0.0046,0.0,0.0,2024-07-30 22:32:23,0.0,-0.0178,25.8,0,0
8305,8306,1,12,Rest,01:02:43,02:18:12,0.0,0.0083,0.0,0.0,2024-07-30 22:32:24,0.0,0.0133,25.8,0,0
8306,8307,1,12,Rest,01:02:44,02:18:13,0.0,0.0043,0.0,0.0,2024-07-30 22:32:25,0.0,0.0126,25.9,0,0
8307,8308,1,12,Rest,01:02:45,02:18:14,0.0,0.0055,0.0,0.0,2024-07-30 22:32:26,0.0,0.0183,25.9,0,0
8308,8309,1,12,Rest,01:02:46,02:18:15,0.0,0.0034,0.0,0.0,2024-07-30 22:32:27,0.0,-0.0261,25.8,0,0
8309,8310,1,12,Rest,01:02:47,02:18:16,0.0,0.0062,0.0,0.0,2024-07-30 22:32:28,0.0,0.0181,25.9,0,0
8310,8311,1,12,Rest,01:02:48,02:18:17,0.0,0.0043,0.0,0.0,2024-07-30 22:32:29,0.0,0.0092,25.8,0,0
8311,8312,1,12,Rest,01:02:49,02:18:18,0.0,0.0077,0.0,0.0,2024-07-30 22:32:30,0.0,-0.0047,25.8,0,0
8312,8313,1,12,Rest,01:02:50,02:18:19,0.0,0.0027,0.0,0.0,2024-07-30 22:32:31,0.0,0.0039,25.9,0,0
8313,8314,1,12,Rest,01:02:51,02:18:20,0.0,0.0068,0.0,0.0,2024-07-30 22:32:32,0.0,0.0135,25.9,0,0
8314,8315,1,12,Rest,01:02:52,02:18:21,0.0,0.0031,0.0,0.0,2024-07-30 22:32:33,0.0,-0.0244,25.8,0,0
8315,8316,1,12,Rest,01:02:53,02:18:22,0.0,0.0065,0.0,0.0,2024-07-30 22:32:34,0.0,0.017,25.9,0,0
8316,8317,1,12,Rest,01:02:54,02:18:23,0.0,0.0043,0.0,0.0,2024-07-30 22:32:35,0.0,0.0124,25.8,0,0
8317,8318,1,12,Rest,01:02:55,02:18:24,0.0,0.0077,0.0,0.0,2024-07-30 22:32:36,0.0,0.0253,25.9,0,0
8318,8319,1,12,Rest,01:02:56,02:18:25,0.0,0.0037,0.0,0.0,2024-07-30 22:32:37,0.0,-0.0126,25.9,0,0
8319,8320,1,12,Rest,01:02:57,02:18:26,0.0,0.0049,0.0,0.0,2024-07-30 22:32:38,0.0,0.0059,25.8,0,0
8320,8321,1,12,Rest,01:02:58,02:18:27,0.0,0.004,0.0,0.0,2024-07-30 22:32:39,0.0,-0.0209,25.8,0,0
8321,8322,1,12,Rest,01:02:59,02:18:28,0.0,0.0031,0.0,0.0,2024-07-30 22:32:40,0.0,0.0184,25.8,0,0
8322,8323,1,12,Rest,01:03:00,02:18:29,0.0,0.0055,0.0,0.0,2024-07-30 22:32:41,0.0,0.0198,25.8,0,0
8323,8324,1,12,Rest,01:03:01,02:18:30,0.0,0.0074,0.0,0.0,2024-07-30 22:32:42,0.0,0.0164,25.8,0,0
8324,8325,1,12,Rest,01:03:02,02:18:31,0.0,0.0058,0.0,0.0,2024-07-30 22:32:43,0.0,0.0064,25.8,0,0
8325,8326,1,12,Rest,01:03:03,02:18:32,0.0,0.0018,0.0,0.0,2024-07-30 22:32:44,0.0,0.0166,25.8,0,0
8326,8327,1,12,Rest,01:03:04,02:18:33,0.0,0.0071,0.0,0.0,2024-07-30 22:32:45,0.0,-0.0153,25.8,0,0
8327,8328,1,12,Rest,01:03:05,02:18:34,0.0,0.0037,0.0,0.0,2024-07-30 22:32:46,0.0,0.0115,25.9,0,0
8328,8329,1,12,Rest,01:03:06,02:18:35,0.0,0.0031,0.0,0.0,2024-07-30 22:32:47,0.0,0.0023,25.8,0,0
8329,8330,1,12,Rest,01:03:07,02:18:36,0.0,0.0049,0.0,0.0,2024-07-30 22:32:48,0.0,-0.0221,25.9,0,0
8330,8331,1,12,Rest,01:03:08,02:18:37,0.0,0.0071,0.0,0.0,2024-07-30 22:32:49,0.0,0.0172,25.9,0,0
8331,8332,1,12,Rest,01:03:09,02:18:38,0.0,0.0058,0.0,0.0,2024-07-30 22:32:50,0.0,0.0207,25.9,0,0
8332,8333,1,12,Rest,01:03:10,02:18:39,0.0,0.0046,0.0,0.0,2024-07-30 22:32:51,0.0,0.0026,25.8,0,0
8333,8334,1,12,Rest,01:03:11,02:18:40,0.0,0.0071,0.0,0.0,2024-07-30 22:32:52,0.0,0.0239,25.8,0,0
8334,8335,1,12,Rest,01:03:12,02:18:41,0.0,0.0037,0.0,0.0,2024-07-30 22:32:53,0.0,0.0104,25.9,0,0
8335,8336,1,12,Rest,01:03:13,02:18:42,0.0,0.0046,0.0,0.0,2024-07-30 22:32:54,0.0,-0.0209,25.8,0,0
8336,8337,1,12,Rest,01:03:14,02:18:43,0.0,0.0043,0.0,0.0,2024-07-30 22:32:55,0.0,0.0075,25.9,0,0
8337,8338,1,12,Rest,01:03:15,02:18:44,0.0,0.0043,0.0,0.0,2024-07-30 22:32:56,0.0,-0.0206,25.8,0,0
8338,8339,1,12,Rest,01:03:16,02:18:45,0.0,0.0046,0.0,0.0,2024-07-30 22:32:57,0.0,-0.0181,25.8,0,0
8339,8340,1,12,Rest,01:03:17,02:18:46,0.0,0.0077,0.0,0.0,2024-07-30 22:32:58,0.0,0.0209,25.8,0,0
8340,8341,1,12,Rest,01:03:18,02:18:47,0.0,0.0055,0.0,0.0,2024-07-30 22:32:59,0.0,0.0187,25.9,0,0
8341,8342,1,12,Rest,01:03:19,02:18:48,0.0,0.0024,0.0,0.0,2024-07-30 22:33:00,0.0,0.003,25.8,0,0
8342,8343,1,12,Rest,01:03:20,02:18:49,0.0,0.0062,0.0,0.0,2024-07-30 22:33:01,0.0,0.0187,25.8,0,0
8343,8344,1,12,Rest,01:03:21,02:18:50,0.0,0.0024,0.0,0.0,2024-07-30 22:33:02,0.0,-0.0147,25.8,0,0
8344,8345,1,12,Rest,01:03:22,02:18:51,0.0,0.0065,0.0,0.0,2024-07-30 22:33:03,0.0,-0.015,25.9,0,0
8345,8346,1,12,Rest,01:03:23,02:18:52,0.0,0.004,0.0,0.0,2024-07-30 22:33:04,0.0,0.0184,25.8,0,0
8346,8347,1,12,Rest,01:03:24,02:18:53,0.0,0.0077,0.0,0.0,2024-07-30 22:33:05,0.0,0.0052,25.8,0,0
8347,8348,1,12,Rest,01:03:25,02:18:54,0.0,0.0031,0.0,0.0,2024-07-30 22:33:06,0.0,0.0104,25.9,0,0
8348,8349,1,12,Rest,01:03:26,02:18:55,0.0,0.0043,0.0,0.0,2024-07-30 22:33:07,0.0,0.0209,25.8,0,0
8349,8350,1,12,Rest,01:03:27,02:18:56,0.0,0.0046,0.0,0.0,2024-07-30 22:33:08,0.0,0.0121,25.9,0,0
8350,8351,1,12,Rest,01:03:28,02:18:57,0.0,0.0027,0.0,0.0,2024-07-30 22:33:09,0.0,-0.0181,25.9,0,0
8351,8352,1,12,Rest,01:03:29,02:18:58,0.0,0.0055,0.0,0.0,2024-07-30 22:33:10,0.0,0.0195,25.9,0,0
8352,8353,1,12,Rest,01:03:30,02:18:59,0.0,0.0083,0.0,0.0,2024-07-30 22:33:11,0.0,0.0078,25.8,0,0
8353,8354,1,12,Rest,01:03:31,02:19:00,0.0,0.0043,0.0,0.0,2024-07-30 22:33:12,0.0,0.0043,25.9,0,0
8354,8355,1,12,Rest,01:03:32,02:19:01,0.0,0.0037,0.0,0.0,2024-07-30 22:33:13,0.0,0.0212,25.8,0,0
8355,8356,1,12,Rest,01:03:33,02:19:02,0.0,0.0046,0.0,0.0,2024-07-30 22:33:14,0.0,0.0186,25.9,0,0
8356,8357,1,12,Rest,01:03:34,02:19:03,0.0,0.0031,0.0,0.0,2024-07-30 22:33:15,0.0,-0.0116,25.8,0,0
8357,8358,1,12,Rest,01:03:35,02:19:04,0.0,0.0043,0.0,0.0,2024-07-30 22:33:16,0.0,0.0235,25.8,0,0
8358,8359,1,12,Rest,01:03:36,02:19:05,0.0,0.0083,0.0,0.0,2024-07-30 22:33:17,0.0,0.0195,25.8,0,0
8359,8360,1,12,Rest,01:03:37,02:19:06,0.0,0.0046,0.0,0.0,2024-07-30 22:33:18,0.0,-0.0069,25.8,0,0
8360,8361,1,12,Rest,01:03:38,02:19:07,0.0,0.0031,0.0,0.0,2024-07-30 22:33:19,0.0,0.0033,25.8,0,0
8361,8362,1,12,Rest,01:03:39,02:19:08,0.0,0.0049,0.0,0.0,2024-07-30 22:33:20,0.0,0.017,25.9,0,0
8362,8363,1,12,Rest,01:03:40,02:19:09,0.0,0.0024,0.0,0.0,2024-07-30 22:33:21,0.0,-0.0203,25.9,0,0
8363,8364,1,12,Rest,01:03:41,02:19:10,0.0,0.0055,0.0,0.0,2024-07-30 22:33:22,0.0,0.0121,25.9,0,0
8364,8365,1,12,Rest,01:03:42,02:19:11,0.0,0.0074,0.0,0.0,2024-07-30 22:33:23,0.0,0.0241,25.8,0,0
8365,8366,1,12,Rest,01:03:43,02:19:12,0.0,0.0055,0.0,0.0,2024-07-30 22:33:24,0.0,0.0207,25.8,0,0
8366,8367,1,12,Rest,01:03:44,02:19:13,0.0,0.0024,0.0,0.0,2024-07-30 22:33:25,0.0,-0.0073,25.8,0,0
8367,8368,1,12,Rest,01:03:45,02:19:14,0.0,0.0055,0.0,0.0,2024-07-30 22:33:26,0.0,0.0027,25.8,0,0
8368,8369,1,12,Rest,01:03:46,02:19:15,0.0,0.0031,0.0,0.0,2024-07-30 22:33:27,0.0,-0.0239,25.8,0,0
8369,8370,1,12,Rest,01:03:47,02:19:16,0.0,0.0046,0.0,0.0,2024-07-30 22:33:28,0.0,0.0212,25.8,0,0
8370,8371,1,12,Rest,01:03:48,02:19:17,0.0,0.0077,0.0,0.0,2024-07-30 22:33:29,0.0,0.0138,25.8,0,0
8371,8372,1,12,Rest,01:03:49,02:19:18,0.0,0.0049,0.0,0.0,2024-07-30 22:33:30,0.0,0.0149,25.9,0,0
8372,8373,1,12,Rest,01:03:50,02:19:19,0.0,0.0031,0.0,0.0,2024-07-30 22:33:31,0.0,-0.0232,25.8,0,0
8373,8374,1,12,Rest,01:03:51,02:19:20,0.0,0.0046,0.0,0.0,2024-07-30 22:33:32,0.0,0.0187,25.9,0,0
8374,8375,1,12,Rest,01:03:52,02:19:21,0.0,0.0027,0.0,0.0,2024-07-30 22:33:33,0.0,0.011,25.8,0,0
8375,8376,1,12,Rest,01:03:53,02:19:22,0.0,0.0043,0.0,0.0,2024-07-30 22:33:34,0.0,-0.0063,25.8,0,0
8376,8377,1,12,Rest,01:03:54,02:19:23,0.0,0.0083,0.0,0.0,2024-07-30 22:33:35,0.0,0.0026,25.8,0,0
8377,8378,1,12,Rest,01:03:55,02:19:24,0.0,0.004,0.0,0.0,2024-07-30 22:33:36,0.0,0.0087,25.9,0,0
8378,8379,1,12,Rest,01:03:56,02:19:25,0.0,0.0055,0.0,0.0,2024-07-30 22:33:37,0.0,-0.0178,25.9,0,0
8379,8380,1,12,Rest,01:03:57,02:19:26,0.0,0.0034,0.0,0.0,2024-07-30 22:33:38,0.0,0.023,25.9,0,0
8380,8381,1,12,Rest,01:03:58,02:19:27,0.0,0.0068,0.0,0.0,2024-07-30 22:33:39,0.0,0.0252,25.9,0,0
8381,8382,1,12,Rest,01:03:59,02:19:28,0.0,0.0055,0.0,0.0,2024-07-30 22:33:40,0.0,0.0244,25.9,0,0
8382,8383,1,12,Rest,01:04:00,02:19:29,0.0,0.0062,0.0,0.0,2024-07-30 22:33:41,0.0,-0.0216,25.9,0,0
8383,8384,1,12,Rest,01:04:01,02:19:30,0.0,0.0018,0.0,0.0,2024-07-30 22:33:42,0.0,0.0219,25.8,0,0
8384,8385,1,12,Rest,01:04:02,02:19:31,0.0,0.0055,0.0,0.0,2024-07-30 22:33:43,0.0,0.0209,25.8,0,0
8385,8386,1,12,Rest,01:04:03,02:19:32,0.0,0.0027,0.0,0.0,2024-07-30 22:33:44,0.0,-0.0199,25.9,0,0
8386,8387,1,12,Rest,01:04:04,02:19:33,0.0,0.0043,0.0,0.0,2024-07-30 22:33:45,0.0,-0.0192,25.8,0,0
8387,8388,1,12,Rest,01:04:05,02:19:34,0.0,0.0062,0.0,0.0,2024-07-30 22:33:46,0.0,0.0178,25.8,0,0
8388,8389,1,12,Rest,01:04:06,02:19:35,0.0,0.0018,0.0,0.0,2024-07-30 22:33:47,0.0,0.0155,25.8,0,0
8389,8390,1,12,Rest,01:04:07,02:19:36,0.0,0.0058,0.0,0.0,2024-07-30 22:33:48,0.0,-0.0143,25.9,0,0
8390,8391,1,12,Rest,01:04:08,02:19:37,0.0,0.0077,0.0,0.0,2024-07-30 22:33:49,0.0,0.0141,25.9,0,0
8391,8392,1,12,Rest,01:04:09,02:19:38,0.0,0.0043,0.0,0.0,2024-07-30 22:33:50,0.0,0.0141,25.8,0,0
